gvkey,iid,datadate,tic,ajexdi,prccd
007154,01,19920122,MCD,4.0000,43.1250
007154,01,19920123,MCD,4.0000,42.6250
007154,01,19920124,MCD,4.0000,42.8750
007154,01,19920127,MCD,4.0000,42.5000
007154,01,19920128,MCD,4.0000,43.5000
007154,01,19920129,MCD,4.0000,42.2500
007154,01,19920130,MCD,4.0000,44.2500
007154,01,19920131,MCD,4.0000,43.5000
007154,01,19920203,MCD,4.0000,43.8750
007154,01,19920204,MCD,4.0000,43.5000
007154,01,19920205,MCD,4.0000,43.6250
007154,01,19920206,MCD,4.0000,43.5000
007154,01,19920207,MCD,4.0000,43.7500
007154,01,19920210,MCD,4.0000,43.3750
007154,01,19920211,MCD,4.0000,43.0000
007154,01,19920212,MCD,4.0000,43.8750
007154,01,19920213,MCD,4.0000,43.6250
007154,01,19920214,MCD,4.0000,42.8750
007154,01,19920218,MCD,4.0000,41.3750
007154,01,19920219,MCD,4.0000,41.0000
007154,01,19920220,MCD,4.0000,42.1250
007154,01,19920221,MCD,4.0000,42.8750
007154,01,19920224,MCD,4.0000,43.2500
007154,01,19920225,MCD,4.0000,42.5000
007154,01,19920226,MCD,4.0000,41.0000
007154,01,19920227,MCD,4.0000,40.8750
007154,01,19920228,MCD,4.0000,40.5000
007154,01,19920302,MCD,4.0000,41.2500
007154,01,19920303,MCD,4.0000,41.0000
007154,01,19920304,MCD,4.0000,40.7500
007154,01,19920305,MCD,4.0000,40.0000
007154,01,19920306,MCD,4.0000,40.0000
007154,01,19920309,MCD,4.0000,40.1250
007154,01,19920310,MCD,4.0000,40.0000
007154,01,19920311,MCD,4.0000,41.6250
007154,01,19920312,MCD,4.0000,42.7500
007154,01,19920313,MCD,4.0000,42.6250
007154,01,19920316,MCD,4.0000,42.5000
007154,01,19920317,MCD,4.0000,42.8750
007154,01,19920318,MCD,4.0000,44.2500
007154,01,19920319,MCD,4.0000,43.5000
007154,01,19920320,MCD,4.0000,43.1250
007154,01,19920323,MCD,4.0000,42.6250
007154,01,19920324,MCD,4.0000,42.0000
007154,01,19920325,MCD,4.0000,41.5000
007154,01,19920326,MCD,4.0000,42.0000
007154,01,19920327,MCD,4.0000,41.0000
007154,01,19920330,MCD,4.0000,40.5000
007154,01,19920331,MCD,4.0000,39.8750
007154,01,19920401,MCD,4.0000,40.5000
007154,01,19920402,MCD,4.0000,40.6250
007154,01,19920403,MCD,4.0000,41.3750
007154,01,19920406,MCD,4.0000,42.1250
007154,01,19920407,MCD,4.0000,41.7500
007154,01,19920408,MCD,4.0000,41.5000
007154,01,19920409,MCD,4.0000,42.1250
007154,01,19920410,MCD,4.0000,41.8750
007154,01,19920413,MCD,4.0000,40.8750
007154,01,19920414,MCD,4.0000,41.6250
007154,01,19920415,MCD,4.0000,42.2500
007154,01,19920416,MCD,4.0000,42.7500
007154,01,19920420,MCD,4.0000,41.3750
007154,01,19920421,MCD,4.0000,40.8750
007154,01,19920422,MCD,4.0000,41.0000
007154,01,19920423,MCD,4.0000,42.3750
007154,01,19920424,MCD,4.0000,44.0000
007154,01,19920427,MCD,4.0000,43.6250
007154,01,19920428,MCD,4.0000,44.0000
007154,01,19920429,MCD,4.0000,44.8750
007154,01,19920430,MCD,4.0000,44.3750
007154,01,19920501,MCD,4.0000,43.3750
007154,01,19920504,MCD,4.0000,43.6250
007154,01,19920505,MCD,4.0000,43.7500
007154,01,19920506,MCD,4.0000,44.2500
